lineID	SPEAKER		BADLY TRANSLATED	
5599	objHero		When I last saw him, he was not a star.	
5616	objHero		Your real hero does not jump.	
5617	objHero		If anything can happen.	
5618	objHero		So not for you.	
5619	objHero		This is insane!	
5620	objHero		it means you do not understand	
5621	objHero		False	
5622	objHero		He told me what to do. where are you	
5623	objHero		But I'm not your son	
5624	objHero		My job is to save the world.	
5627	objHero		asked too.	
5628	objBard		Yes, I'm tired	
5629	objBard		He said {wiggle}he{/wiggle} could save the world ...	
5631	objBard		Interviews with members of the local community	
5632	objBard		Download urban music.	
5640	objBard		I am unique and honest with myself.	
5642	objBard		But it can not be said.	
5643	objBard		The president died instantly.	
5644	objBard		Everything will be destroyed.	
5648	objHero		The question is when	
5649	objHero		hey soso ...	
5650	objHero		{angel}The birds do not care!	
5651	objHero		{angel}"Luk Tung Song ..."	
5652	objHero		{angel}"function"	
5653	objHero		{angel}"Are you really brave?"	
5656	objBard		{}dry	
5658	objHero		In other words, I said the same thing!	
5659	objHero		I do not know what I want...	
5660	objHero		Now I think I have paid the price.	
5661	objHero		I'm cheating on you	
5662	objBard		Room...	
5663	objBard		he told us a lot	
5664	objBard		The trick is to {wiggle}catch{/wiggle} it.	
5665	objBard		Equality!	
5666	objHero		I do not want to lie!	
5667	objHero		I'm happy	
5669	objHero		He will tell {wiggle}you{/wiggle} what you want to hear.	
5670	objBard		Transport	
5671	objHero		Transport	
5672	objHero		Bongo ...	
5673	objHero		I...	
5675	objHero		{wiggle}internal objects{/wiggle}	
5676	objBard		Bongo ...	
5677	objBard		Try me	
5678	objBard		I'm looking for your sword	
5679	objBard		But I'm free ...	
5680	objHero		plum	
5681	objBard		Why do I need this secret?	
5682	objBard		Unused ...	
5683	objBard		but ...	
5684	objBard		am young ...	
5685	objBard		Lily	
5686	objHero		So here it is! Great power	
5687	objBard		frightened ...	
5688	objBard		Doomsday	
5689	objBard		I hope something happens ...	
5690	objBard		Nature	
5691	objBard		But I'm still young	
5692	objBard		do not add ...	
5693	objBard		You can change everything.	
5694	objBard		You can do anything	
5695	objBard		But you can use your power ...	
5696	objBard		Kill your hat ...	
5698	objBard		I will not die...	
5700	objBard		I want something wrong	
5702	objBard		as my choice	
5703	objHero		Yes, relax	
5704	objBard		how many options	
5705	objHero		And not everything is right	
5706	objHero		After thinking ...	
5707	objHero		interesting ...	
5709	objHero		You're not a man.	
5710	objHero		before the start	
5711	objHero		I have ideas for you	
5712	objHero		Small and weak ...	
5713	objHero		{wiggle}Before anything else.{/wiggle}	
5714	objHero		Beating is not easy.	
5715	objHero		You can answer ...	
5720	objBard		{shake}Listen to me!{/shake} Transport	
5721	objBard		something to clean	
5723	objBard		court date	
5724	objBard		For confirmation?	
5725	objHero		So I do not know!	
5726	objHero		Bongo ...	
5728	objBard		he can do	
5729	objBard		They say I'm lying ...	
5730	objBard		Maybe a little?	
5731	objBard		Transport	
5732	objHero		Transport	
5733	objHero		Transport	
5734	objHero		I understand why ...	
5735	objHero		I'm happy ...	
5739	objBard		When was it published?	
5740	objBard		He said he was afraid of being a hero.	
5741	objHero		he is not married to me	
5742	objBard		And when?	
5743	objHero		Oh	
5744	objHero		I can use this knife, I can not.	
5745	objHero		Hi!	
5746	objBard		Why are you fighting with swords?	
5747	objHero		{quake}{shake 1.2}What is this?{/shake}	
5748	objHero		It is so funny! Let's look at all of these.	
5749	objHero		He sees me as a person.	
5750	objHero		Cliff	
5751	objHero		nothing, please	
5752	objHero		Our position has not changed.	
5753	objBard		Transport	
5754	objBard		we are bound	
5755	objHero		Hi!	
5756	objBard		Transport	
5757	objHero		Transport	
5758	objBard		Transport	
5759	objHero		Transport	
5760	objHero		... very good.	
5761	objHero		Do you want to know the truth?	
5762	objHero		{shake .5}bad{/shake}	
5763	objHero		To the end of the earth	
5764	objHero		Cliff	
5765	objHero		But ... what do the heroes do?	
5766	objHero		I'm afraid I do not understand.	
5767	objHero		Sometimes...	
5770	objHero		Sorry	
5775	objHero		I can not say the name.	
5776	objHero		I do not think I'm a hero?	
5777	objHero		What if he changes his mind? he made a ball	
5779	objHero		I can not live without my husband	
5791	objBard		Print ...	
5792	objBard		What are you doing ...	
5793	objBard		You can decide ...	
5794	objBard		YOUNG! whether there {shake .5}is{/shake} or not	
5795	objBard		What if he saves the world with evil intentions?	
5796	objBard		Have you ever thought about that?	
5797	objBard		Really?	
5799	objHero		Hi!	
5802	objHero		I talk all the way	
5803	objHero		Add, St.	
5810	objBard		I do not know what it is	
5811	objBard		Hi, here it is:	
5812	objBard		However, it is important to remember ...	
5813	objBard		Or less ...	
5814	objBard		there is no end to the world	
5815	objBard		Everything should be fine ...	
5816	objBard		Is not it worth a try?	
5817	objBard		in the eyes ...	
5818	objHero		Transport	
5819	objBard		What happened?	
5820	objHero		Transport	
5821	objHero		Translated ...	
5822	objHero		idea or something	
5823	objBard		I would like to answer my question!	
5824	objBard		court date	
5825	objHero		Actually	
5826	objHero		But first you have to see the action.	
5827	objHero		stone crusher ...	
5828	objHero		Transport	
				
5829	objMiriam		What does transportation do?	
5830	objBard		{size .7}{shake .5}Great news ...	
5831	objBard		Alesya knows we're close ...	
5832	objBard		I think it's okay.{/shake}	
5833	objMiriam		Yes, there is nothing wrong with that.	
5834	objHero		{size 1}what are you doing	
5835	objBard		{shake .25}YOUNG! No problem!	
5836	objBard		laughter{/shake}	
5837	objHero		There is no doubt about that.	
5838	objHero		You {wiggle}have{/wiggle} to go	
				
5839	objHero		{wiggle}This{} is a sect.	
5840	objHero		YOUNG!	
5841	objHero		Agora	
5842	objHero		It's too late for me ...	
5843	objHero		I do not have time to listen to your jokes.	
5844	objHero		No dear ...	
5845	objHero		I do not know	
5846	objMiriam		Very good! You can use this page.	
5847	objHero		Is this good?	
5848	objMiriam		Look at the product, {name}	
5849	objHero		... Of course	
5850	objHero		...	
5851	objHero		The food is delicious.	
5852	objHero		It sounds good.	
5853	objMiriam		No problem!	
5854	objMiriam		And ... Have you seen the king?	
5855	objHero		YOUNG!	
5856	objHero		But let's get started now.	
5857	objHero		Gamilta!	
5858	objHero		Besides the man I love and the witch I love.	
5859	objHero		I know you're not home.	
5860	objMiriam		I did not like it at first!	
5861	objHero		in your area?	
5862	objHero		It will be like that	
5863	objBard		I want to meet the king.	
5864	objHero		Are we doing this?	
5865	objHero		So I'm not IT	
5866	objHero		Maybe I'm too old to see ...	
5867	objMiriam		Look downstairs.	
5868	objMiriam		Who {wiggle}would{} like to meet the king?	
5869	objHero		Hokkaido! It's always easy!	
5870	objHero		thanks for the link	
5871	objHero		Attack the city from {wiggle}several monsters.{/wiggle}	
5872	objHero		{shake}There is no time ...{/shake}	
5873	objHero		Racha wants to play music.	
5874	objHero		Shouldn't we defend a larger world?	
5875	objMiriam		{size .7}The witches {shake .5}of the kingdom?	
5876	objBard		{}{shake}{quake}We also want it.	
5877	objHero		{}These are	
5878	objHero		{wiggle}I need you ...{/wiggle}	
5879	objHero		But what is the life of the soul?	
5880	objHero		options	
5881	objHero		I want to help you!	
5882	objBard		So here it is! Great power	
5883	objHero		It is enough!	
5884	objHero		I'll take you to the next meeting.	
5885	objHero		They can use a variety of medical equipment.	
5886	objMiriam		{shake}"Name"? Transport{/shake}	
5887	objHero		do not {wiggle}want{/wiggle} to marry you ...	
5888	objBard		Prose! I agree	
5889	objMiriam		{size .4}We will	
5890	objHero		{size 1}And see!	
5891	objHero		But listen	
5892	objHero		They're both busy ...	
5893	objHero		I can write	
5894	objBard		Bali	
5895	objHero		It's not that hard. War	
5896	objHero		For your online shopping.	
5897	objHero		You can go with it.	
5900	objHero		This is really important.	
5901	objHero		Look ... and see if you like it.	
5902	objMiriam		Transport	
5903	objHero		Thank you, you are so beautiful	
5904	objHero		Have you forgotten what I want?	
5905	objBard		I recall	
5906	objBard		Or else ...	
5907	objHero		Thanks Nachamhl.	
5908	objHero		It shines as you get older.	
5909	objHero		Do you know right from wrong?	
5910	objHero		what are you doing	
5911	objBard		YOUNG!	
5912	objHero		It is cold.	
5913	objHero		What other tools do you have?	
5914	objBard		WHAT DO YOU THINK?	
5915	objHero		YOUNG! he wants a gun	
5916	objBard		It is expected that ...	
5917	objHero		{shake .5}inkanta{/shake}	
5918	objBard		I'm a bird	
5919	objHero		It is urgent.	
5920	objHero		also thinking of you...	
5921	objHero		Here is the rainbow ...	
5922	objHero		I was angry.	
5923	objHero		Well! understanding	
5924	objHero		We have to drink.	
5925	objHero		The village may have a filter workshop.	
5926	objHero		Thank you, you are the Savior	
				
5927	objBard		{size .7}Do not look at us ...{/size}	
5928	objMiriam		owner	
5929	objMiriam		But you do {wiggle}not{/wiggle} know ...	
5930	objMiriam		That's solid	
5931	objMiriam		handmade ...	
5932	objMiriam		{wiggle}Hi{/wiggle} king ...	
5933	objMiriam		Send me an exciting message.	
5934	objMiriam		And then our search {wiggle}began.{/wiggle}	
5935	objMiriam		Judge, can you remember listening to me?	
5937	objMiriam		It is not good.	
				
5938	objHero		Join the video!	
				
5939	objHero		I am a cow	
				
5940	objMiriam		{shake}hi very good{/shake}	
5941	objMiriam		The Lord of eternal sleep could not hold back.	
5942	objMiriam		Let's go ... Victory!	
5943	objMiriam		{shake}What can we do?{/shake}	
5944	objBard		Transport	
5945	objBard		he stole the sword	
5946	objBard		When do you not need it?	
5947	objMiriam		Have you stolen the {shake}sword?{/shake} Transport	
5948	objMiriam		{quake}{shake}I go; I would like to! Transport	
5949	objMiriam		But it's {shake}okay.{/shake}	
5950	objMiriam		change	
5951	objMiriam		I have a sword	
				
5952	objHero		{shake .5}I agree	
5953	objHero		you can help	
5954	objHero		I hit	
5955	objHero		If you attack me, I will not speak against you ...	
				
5956	objBard		{shake}I'm brave. Transport{/shake}	
5957	objBard		{shake}Do not walk near a cat. Transport{/shake}	
5958	objHero		{shake .5}† Price{/shake}	
5959	objHero		Do not misunderstand me.	
5960	objHero		plum	
5961	objHero		||I do not know ...	
5962	objBard		Time for fluent play.	
5963	objBard		At |{shake .5}least!{/shake}	
5965	objBard		I'm brave.	
5966	objBard		They are our friends.	
5967	objBard		And ... |{shake .5}good luck![/shake}	
5968	objHero		Transport	
5969	objHero		quotes ...	
5971	objHero		you can guide me	
				
5972	objBard		{shake}Come on!{/shake}	
5973	objHero		False	
5974	objBard		{shake}I'm brave.|| Transport{/shake}	
5975	objBard		Do {shake}not{/shake} misunderstand me. Transport	
5976	objHero		...	
5977	objHero		Movement ...|| stone ...?	
5978	objBard		{shake}{quake}Very brave.{/shake} Transport	
5979	objBard		{shake .5}I speak!{/shake}	
5983	objBard		{shake .5}he is the driver{/shake}	
5985	objBard		Can I help you {shake}{quake}escape?{/shake}	
5986	objHero		He said ...	
5987	objHero		Why is it so {shake .5}hard{/shake} for me to turn off toys?	
5988	objBard		World Health Organization ...	
5989	objBard		{shake .5}epartment{/shake}	
5990	objBard		But we do not {shake .5}need ...{/shake}	
5991	objHero		|Wallet, money:	
5993	objHero		Do| you want me to die here?	
5994	objBard		Be {shake .5}brave{/shake} in the conversation.	
5995	objBard		I swear to you ... {shake .5}Absolutely!{/shake}	
5996	objHero		Transport	
5997	objHero		I understand	
5998	objBard		I have something to {shake .5}say!{/shake} Transport	
5999	objBard		If you {shake}promise{/shake}, you can.	
6000	objHero		Transport	
6001	objHero		So here it is! Great power	
6002	objBard		{quake}{shake}YOUNG!{/shake} Transport	
6003	objBard		{shake}He said that{/shake}	
6004	objHero		{size .2}I swear it's okay	
6005	objBard		{size 1}{quake}{shake}More power!{/shake} Transport	
6006	objHero		{shake}I promise I will live!{/shake}	
6007	objHero		Transport	
6008	objBard		You have to {shake .5}stop ...{/shake}	
6010	objBard		{size 1}Do not destroy the ground.	
6012	objHero		I can not	
6014	objBard		Nor am I.	
6015	objBard		It is natural and easy to cook.	
6016	objBard		I can do it.	
6017	objBard		{wiggle}"I promise I will not destroy the world."{/wiggle}	
6018	objHero		{quake}{shake}Sweep! Transport	
6019	objHero		{/shake}I {shake .5}thought ...{/shake}	
6020	objHero		all over the {shake}earth{/shake}	
6021	objHero		{shake}Choose{/shake} what you do.	
6022	objHero		I can not {shake}believe{/shake} it.	
6023	objHero		Go your own way.	
6025	objBard		Gamilta!	
6026	objBard		Print ...	
6027	objBard		Bongo ...	
6028	objBard		I can not help you.	
6029	objHero		Who are they? We parted.	
6030	objBard		Okay	
6031	objBard		If you help me escape ...	
6032	objBard		I killed the last boss ...	
6033	objBard		Who is it?	
6034	objBard		I can not save the world right now.	
6035	objBard		Sign in ...	
6037	objHero		The lion:	
6038	objHero		western ...	
6039	objHero		World Health Organization ...	
6040	objHero		{size .9}I never think the world will stop.	
6041	objBard		{size 1}Transport	
6042	objHero		Transport	
6044	objHero		nothing, please	
6045	objBard		YOUNG!	
6051	objBard		Congratulations Audrey!	
